AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,Outdegree,NeighborhoodConnectivity,PartnerOfMultiEdgedNodePairs,SelfLoops,Stress
6.68744892,1.277670309,0.149533852,0,17,11,1,10,10.18181818,0,0,224310191
0,0,0,0,0,3,3,0,13.66666667,0,0,0
0,0,0,0.017857143,0,8,8,0,14.875,0,0,0
6.372562755,1.653683444,0.156922739,0.006410256,18,13,3,10,14.30769231,0,0,292659996
6.12854641,12.1395357,0.163170829,0,15,18,5,13,10.38888889,0,0,2503525597
0,0,0,0,0,5,5,0,9.8,0,0,0
1,0.133726644,1,0,1,6,5,1,12.5,0,0,26128407
6.039579685,3.861355489,0.165574436,0.005494505,15,14,4,10,38.42857143,0,0,739561102
6.433508465,1.916856653,0.155436183,0,17,14,4,10,17.07142857,0,0,363709677
6.090834793,6.393326427,0.164181107,0,15,17,7,10,14.41176471,0,0,1163773521
0,0,0,0,0,1,1,0,10,0,0,0
0,0,0,0,0,1,1,0,10,0,0,0
6.407589025,1.930803326,0.156064941,0,17,18,8,10,31.55555556,0,0,419496766
1,0.002570762,1,0,1,3,2,1,14,0,0,385430
0,0,0,0,0,1,1,0,10,0,0,0
0,0,0,0,0,3,3,0,9.333333333,0,0,0
0,0,0,0,0,1,1,0,10,0,0,0
6.802333722,0,0.147008371,0,17,10,0,10,5.1,0,0,0
0,0,0,0,0,4,4,0,25.25,0,0,0
0,0,0,0,0,15,15,0,11.26666667,0,0,0
7.861179218,1.24358838,0.127207378,0,18,13,3,10,8.615384615,0,0,212551617
0,0,0,0,0,7,7,0,12.14285714,0,0,0
1,0.002145883,1,0,1,2,1,1,6.5,0,0,287243
0,0,0,0,0,4,4,0,8.25,0,0,0
0,0,0,0,0,7,7,0,13.14285714,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
7.677057793,0.050023648,0.130258235,0,18,3,2,1,12.33333333,0,0,11210264
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
6.354232341,2.771573493,0.157375423,0.007575758,15,12,3,9,13,0,0,546822436
6.793228255,0.606844883,0.147205417,0,16,11,1,10,12.36363636,0,0,117134920
0,0,0,0,0,2,2,0,13.5,0,0,0
0,0,0,0,0,6,6,0,12.5,0,0,0
0,0,0,0,0,3,3,0,16.33333333,0,0,0
0,0,0,0.013888889,0,9,9,0,12.88888889,0,0,0
0,0,0,0,0,3,3,0,12.66666667,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
6.753882078,1.271772065,0.148062994,0.005494505,16,14,4,10,9.428571429,0,0,212842030
0,0,0,0,0,3,3,0,12.33333333,0,0,0
6.740572096,1.156387105,0.14835536,0,18,12,2,10,10.41666667,0,0,211794580
0,0,0,0,0,3,3,0,12.33333333,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,1,1,0,16,0,0,0
6.991360187,2.007517257,0.143033683,0,17,12,2,10,24.16666667,0,0,365796051
0,0,0,0,0,4,4,0,12.5,0,0,0
7.156217163,3.964319982,0.139738632,0,18,13,3,10,9.384615385,0,0,660617960
0,0,0,0,0,7,7,0,10.71428571,0,0,0
0,0,0,0,0,4,4,0,11,0,0,0
0,0,0,0,0,6,6,0,16.16666667,0,0,0
0,0,0,0,0,2,2,0,11.5,0,0,0
6.237594863,2.528260687,0.160318203,0,16,11,1,10,14.81818182,0,0,437443722
6.253823701,2.388463413,0.159902173,0,17,11,1,10,10.54545455,0,0,418167696
1,0.034144888,1,0,1,2,1,1,7,0,0,5476143
0,0,0,0,0,5,5,0,12.8,0,0,0
6.463514302,2.187029606,0.154714595,0,15,13,3,10,10.30769231,0,0,389335527
6.592060712,2.735173477,0.151697632,0,16,11,1,10,10.36363636,0,0,453761432
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,4,4,0,13.25,0,0,0
1,0.009804895,1,0,1,4,3,1,20,0,0,1516536
6.935551664,1.672059525,0.144184637,0,18,15,5,10,9.8,0,0,292567232
0,0,0,0,0,3,3,0,15.33333333,0,0,0
0,0,0,0,0,2,2,0,17,0,0,0
0,0,0,0,0,1,1,0,22,0,0,0
7.326094571,1.410875212,0.136498374,0,17,11,1,10,6.909090909,0,0,254225161
7.373146527,1.196059819,0.135627306,0,17,8,3,5,19.375,0,0,208897716
0,0,0,0,0,2,2,0,19,0,0,0
1,0,1,0.5,1,2,1,1,12,0,0,0
6.721541156,1.082174285,0.148775404,0,17,13,3,10,11.30769231,0,0,226622579
0,0,0,0,0,5,5,0,15.4,0,0,0
6.697256276,3.687911139,0.149314877,0,16,13,3,10,15.53846154,0,0,666249117
0,0,0,0,0,4,4,0,13.25,0,0,0
6.906596614,0.474937155,0.144789113,0.018181818,17,11,1,10,8.181818182,0,0,80759423
0,0,0,0,0,3,3,0,13.33333333,0,0,0
6.392994746,0.414403757,0.156421214,0.018181818,17,11,1,10,36,0,0,81532417
0,0,0,0,0,5,5,0,12.6,0,0,0
5.890951547,5.028364104,0.169751863,0.004761905,16,15,5,10,54.8,0,0,1133395957
7.38704028,0.317382111,0.135372214,0,18,11,1,10,12.63636364,0,0,54785032
7.270052539,1.236546061,0.137550588,0,17,13,3,10,10.76923077,0,0,216440602
0,0,0,0,0,1,1,0,27,0,0,0
0,0,0,0.05,0,5,5,0,14.2,0,0,0
6.596614127,4.939643041,0.15159292,0.012820513,17,13,4,9,12.23076923,0,0,952383129
0,0,0,0,0,7,7,0,14.71428571,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
6.932290451,0,0.144252467,0,16,10,0,10,8.9,0,0,0
0,0,0,0,0,6,6,0,13.5,0,0,0
0,0,0,0,0,2,2,0,10.5,0,0,0
0,0,0,0,0,7,7,0,14.57142857,0,0,0
6.01903094,2.542092927,0.166139701,0.027272727,16,11,1,10,13.81818182,0,0,451058445
6.538587274,3.627888597,0.152938235,0,17,12,2,10,11.08333333,0,0,602634782
6.287682428,3.135732159,0.159041111,0,17,12,2,10,13.58333333,0,0,561382637
0,0,0,0,0,1,1,0,15,0,0,0
6.11780502,7.129975213,0.163457318,0,17,14,4,10,12.64285714,0,0,1247319573
6.101692936,4.243825716,0.163888942,0.004761905,18,15,6,9,38.4,0,0,794564522
6.153181553,7.408227086,0.162517552,0.002923977,16,19,9,10,12.73684211,0,0,1404487032
6.985639229,1.129673253,0.143150822,0.007575758,17,12,3,9,10.66666667,0,0,210827993
6.695971979,4.196565704,0.149343516,0.003267974,17,18,8,10,10.5,0,0,726939937
6.456158786,2.911571881,0.154890862,0,17,16,6,10,33.6875,0,0,567666531
6.453590193,4.603263635,0.15495251,0,15,13,4,9,11.15384615,0,0,814259053
0,0,0,0,0,1,1,0,16,0,0,0
0,0,0,0,0,3,3,0,15,0,0,0
0,0,0,0.027777778,0,9,9,0,16.44444444,0,0,0
0,0,0,0,0,2,2,0,15.5,0,0,0
0,0,0,0,0,1,1,0,19,0,0,0
0,0,0,0,0,1,1,0,19,0,0,0
6.103561004,8.028209535,0.163838782,0.019047619,16,15,5,10,13.66666667,0,0,1485954930
6.924109749,3.704214776,0.144422899,0,16,16,6,10,10,0,0,669633023
1,0.002845724,1,0,1,2,1,1,14,0,0,756845
7.000350263,2.714582276,0.142849995,0,18,17,7,10,9.411764706,0,0,488762200
0,0,0,0,0,1,1,0,9,0,0,0
0,0,0,0,0,5,5,0,10.4,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,4,4,0,9,0,0,0
0,0,0,0,0,1,1,0,9,0,0,0
0,0,0,0,0,3,3,0,11,0,0,0
7.3117338,1.317574495,0.136766467,0.006410256,18,13,3,10,11.69230769,0,0,237995901
6.8744892,0.91230885,0.145465353,0,17,9,1,8,8.333333333,0,0,165032078
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,5,5,0,13.2,0,0,0
0,0,0,0,0,1,1,0,15,0,0,0
6.835610041,3.425317755,0.146292722,0,18,15,5,10,9.4,0,0,636903795
0,0,0,0.017857143,0,8,8,0,15,0,0,0
0,0,0,0,0,6,6,0,13.16666667,0,0,0
0,0,0,0,0,5,5,0,12.6,0,0,0
0,0,0,0,0,3,3,0,12.33333333,0,0,0
6.931465266,0.621049425,0.14426964,0,17,12,2,10,11.41666667,0,0,106183563
6.628721541,1.439902392,0.150858653,0,15,12,3,9,9.833333333,0,0,256961833
0,0,0,0,0,1,1,0,10,0,0,0
0,0,0,0,0,5,5,0,10.6,0,0,0
0,0,0,0,0,4,4,0,21.75,0,0,0
6.637945126,0.992131609,0.150649031,0.009090909,15,11,2,9,11.90909091,0,0,188783409
0,0,0,0,0,3,3,0,11.33333333,0,0,0
5.985872738,1.124049598,0.167060017,0,17,14,4,10,47.85714286,0,0,230500218
0,0,0,0,0,5,5,0,12,0,0,0
6.349480565,0,0.157493198,0,16,10,0,10,14.5,0,0,0
0,0,0,0,0,1,1,0,18,0,0,0
0,0,0,0,0,3,3,0,14,0,0,0
7.469468768,2.233656936,0.133878329,0.004761905,16,15,6,9,10.06666667,0,0,375034232
0,0,0,0,0,5,5,0,14,0,0,0
6.021482779,9.858946512,0.166072052,0.002463054,17,29,7,22,13.44827586,0,0,1932595101
6.787740806,4.20440578,0.147324423,0,18,14,4,10,10.07142857,0,0,847811096
6.476707531,8.520205994,0.154399438,0.014619883,17,19,9,10,13.26315789,0,0,1672718238
6.366258027,4.217489329,0.157078145,0,17,12,2,10,10.25,0,0,870263353
6.016345593,8.348471927,0.166213856,0.007575758,15,12,2,10,10.91666667,0,0,1768529602
0,0,0,0,0,6,6,0,13.16666667,0,0,0
1,0.014554099,1,0,1,4,3,1,11,0,0,3157614
6.285347344,10.02945356,0.159100197,0,16,11,1,10,8.272727273,0,0,2028950756
0,0,0,0,0,2,2,0,13,0,0,0
6.306129597,2.744264012,0.158575872,0,16,14,4,10,34.71428571,0,0,578354674
6.794279043,1.580637836,0.147182651,0,17,13,4,9,10.61538462,0,0,299127394
0,0,0,0,0,1,1,0,5,0,0,0
0,0,0,0,0,3,3,0,18.33333333,0,0,0
0,0,0,0,0,4,4,0,15.75,0,0,0
0,0,0,0,0,14,14,0,14,0,0,0
0,0,0,0,0,4,4,0,13.5,0,0,0
0,0,0,0,0,2,2,0,17.5,0,0,0
0,0,0,0,0,7,7,0,13.71428571,0,0,0
0,0,0,0,0,6,6,0,14,0,0,0
6.439696439,5.377079648,0.155286823,0,17,15,5,10,14.46666667,0,0,974389930
6.630706363,2.222639264,0.150813495,0,16,13,3,10,10.46153846,0,0,386923374
0,0,0,0.009090909,0,11,11,0,14.18181818,0,0,0
0,0,0,0,0,6,6,0,12.83333333,0,0,0
0,0,0,0,0,4,4,0,13.25,0,0,0
6.176999416,0.585574299,0.161890901,0,16,11,1,10,16.81818182,0,0,100220853
8.966374781,1.920975145,0.111527794,0,20,10,5,5,7.6,0,0,329290462
0,0,0,0,0,3,3,0,11.66666667,0,0,0
0,0,0,0,0,5,5,0,11,0,0,0
6.324927029,10.36189715,0.158104591,0.002380952,17,21,11,10,14.19047619,0,0,1981235957
6.995680093,0.964978722,0.142945359,0,17,11,1,10,10,0,0,172220726
6.574781086,5.668081759,0.152096319,0,17,18,8,10,12.44444444,0,0,1084978736
0,0,0,0,0,1,1,0,16,0,0,0
6.177699942,8.438034387,0.161872543,0,16,13,3,10,9.923076923,0,0,1588334680
6.064098074,2.340244075,0.164904985,0.019230769,16,13,3,10,13.46153846,0,0,412174130
6.22124927,2.775002245,0.16073942,0.007352941,17,17,7,10,39.11764706,0,0,582936694
6.71033275,1.581867677,0.149023906,0.005494505,17,14,4,10,7.357142857,0,0,280088790
0,0,0,0,0,1,1,0,14,0,0,0
6.902510216,1.71726263,0.144874831,0.0125,18,16,6,10,11.125,0,0,317553186
6.346526562,1.482955306,0.157566504,0,17,12,2,10,12.41666667,0,0,264545500
0,0,0,0,0,1,1,0,14,0,0,0
6.365907764,0.657531537,0.157086787,0,17,12,2,10,9.333333333,0,0,112634616
6.395913602,2.618188771,0.156349829,0,17,14,4,10,9.142857143,0,0,457398115
0,0,0,0,0,2,2,0,8.5,0,0,0
6.081727963,0.767188163,0.164426953,0,17,11,1,10,18.54545455,0,0,127953703
7.487098657,1.861793373,0.133563086,0,18,6,5,1,16.5,0,0,312705169
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,5,5,0,12.2,0,0,0
6.623350846,0.40139382,0.15098098,0.007575758,17,12,2,10,11.25,0,0,66625621
0,0,0,0,0,6,6,0,12,0,0,0
1,0.001629779,1,0,1,3,2,1,11,0,0,331652
6.370227671,0.847668995,0.156980261,0.009090909,15,11,2,9,10.45454545,0,0,144281874
6.215411559,2.099958243,0.160890392,0,18,11,1,10,9.454545455,0,0,356742902
6.196847636,2.357543698,0.161372372,0,16,12,3,9,16.08333333,0,0,432696717
6.489433742,1.878146622,0.15409665,0.007575758,16,12,2,10,8.833333333,0,0,325242595
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,3,3,0,12.66666667,0,0,0
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,3,3,0,13,0,0,0
0,0,0,0,0,2,2,0,12,0,0,0
6.829538821,1.010530414,0.146422771,0,18,11,1,10,9,0,0,186270451
6.586806772,1.003110638,0.151818633,0,17,11,1,10,11.81818182,0,0,176840287
7.674722709,0.047835157,0.130297867,0,19,2,1,1,18.5,0,0,8828009
0,0,0,0,0,2,2,0,17.5,0,0,0
6.295621716,2.912509667,0.158840547,0.004761905,17,15,5,10,11.26666667,0,0,601299833
7.171278459,2.079824142,0.13944515,0,17,13,3,10,8.384615385,0,0,371154908
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,3,3,0,12.33333333,0,0,0
7.367075306,1.043021232,0.135739077,0,18,14,4,10,10.28571429,0,0,197109147
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.251255108,1.932277698,0.159967876,0,18,15,5,10,12.33333333,0,0,363754030
0,0,0,0,0,4,4,0,13.5,0,0,0
6.394629305,1.418413567,0.156381231,0,18,11,1,10,10,0,0,272236827
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,10,10,0,14.1,0,0,0
6.125043783,8.36708594,0.163264139,0.004761905,17,21,11,10,12.85714286,0,0,1584005153
0,0,0,0,0,2,2,0,12.5,0,0,0
0,0,0,0,0,3,3,0,15.66666667,0,0,0
7.472621133,1.524987757,0.133821852,0,18,10,1,9,11,0,0,271764541
0,0,0,0,0,6,6,0,12.66666667,0,0,0
6.113601868,10.30926908,0.163569696,0.008333333,15,16,6,10,15,0,0,1864929087
0,0,0,0,0,2,2,0,14.5,0,0,0
6.309281961,1.060968274,0.158496641,0,17,14,4,10,48.85714286,0,0,224681012
0,0,0,0,0,3,3,0,14,0,0,0
7.151897256,1.961374312,0.139823038,0,17,12,3,9,14.91666667,0,0,331452341
6.44938704,1.014956995,0.155053495,0.007575758,17,12,2,10,13.83333333,0,0,179926336
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
0,0,0,0,0,4,4,0,13,0,0,0
6.52084063,1.469894988,0.153354461,0,15,9,4,5,14.11111111,0,0,284031782
6.644366608,1.079640843,0.150503435,0,18,11,1,10,9.090909091,0,0,205414149
1,0.032162421,1,0,1,9,7,2,14,0,0,6006421
6.334851138,4.227567596,0.157856906,0,16,15,5,10,12.06666667,0,0,778097248
6.5558669,3.142922732,0.152535128,0,15,14,4,10,8.214285714,0,0,609028184
6.987157034,2.807649442,0.143119726,0,16,10,1,9,11.3,0,0,569750330
1,0.002649964,1,0,1,2,1,1,8.5,0,0,393859
0,0,0,0,0,2,2,0,12,0,0,0
0,0,0,0,0,2,2,0,14.5,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,8,8,0,13.375,0,0,0
0,0,0,0,0,4,4,0,16.25,0,0,0
0,0,0,0,0,19,19,0,12.63157895,0,0,0
7.759252773,1.572077703,0.128878389,0,17,14,4,10,8.5,0,0,279462806
0,0,0,0,0,1,1,0,14,0,0,0
7.904261529,1.712704096,0.126514032,0,18,14,5,9,11.78571429,0,0,313280165
0,0,0,0,0,7,7,0,15,0,0,0
0,0,0,0,0,7,7,0,11.85714286,0,0,0
0,0,0,0,0,2,2,0,10,0,0,0
6.21295972,2.625945606,0.160953884,0.016666667,17,16,6,10,44.75,0,0,639818568
0,0,0,0,0,4,4,0,30,0,0,0
7.206932773,0,0.138755283,0,18,10,0,10,7,0,0,0
6.980735552,1.981629839,0.14325138,0,18,12,2,10,9.75,0,0,398161504
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,3,3,0,13.66666667,0,0,0
6.251722125,1.993708655,0.159955926,0,16,16,6,10,37.25,0,0,369653072
6.396030356,6.009466467,0.156346975,0,17,15,5,10,15.13333333,0,0,1174969035
0,0,0,0,0,8,8,0,13.375,0,0,0
0,0,0,0,0,3,3,0,14.66666667,0,0,0
0,0,0,0,0,2,2,0,15,0,0,0
6.702159953,4.094737138,0.14920563,0.002923977,17,19,10,9,12.31578947,0,0,809761573
0,0,0,0,0,3,3,0,14,0,0,0
6.444600117,2.293529252,0.155168666,0,17,14,4,10,9.357142857,0,0,394193128
0,0,0,0,0,6,6,0,13.33333333,0,0,0
0,0,0,0,0,12,12,0,14.08333333,0,0,0
6.549912434,2.887635319,0.152673797,0,18,16,6,10,11.375,0,0,493023989
0,0,0,0,0,3,3,0,14.66666667,0,0,0
6.706830123,1.202246067,0.149101734,0.009090909,18,11,1,10,10.54545455,0,0,226542636
6.393812026,6.265120294,0.15640122,0,18,12,2,10,11.58333333,0,0,1232507320
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,2,2,0,51.5,0,0,0
0,0,0,0,0,3,3,0,17,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
6.807822534,2.356287448,0.146889845,0,16,14,4,10,10.07142857,0,0,469292094
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0.05,0,5,5,0,12,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,4,4,0,12,0,0,0
6.672737887,4.345915865,0.149863522,0,17,13,3,10,11.53846154,0,0,839056183
6.738003503,2.665432618,0.148411915,0,18,11,2,9,7.727272727,0,0,528478662
0,0,0,0,0,4,4,0,9.25,0,0,0
6.626152948,2.289524754,0.150917132,0,17,12,2,10,21.08333333,0,0,421170835
0,0,0,0,0,1,1,0,15,0,0,0
6.561120841,1.929461826,0.152412983,0,16,12,2,10,10.66666667,0,0,359263487
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,5,5,0,13.4,0,0,0
7.074605954,1.89470106,0.141350629,0,18,12,4,8,11.58333333,0,0,371964825
6.514419148,1.537339908,0.153505628,0,18,13,3,10,9.538461538,0,0,316934512
6.770110917,7.65742642,0.147708067,0,16,13,7,6,12.61538462,0,0,1405381614
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,5,5,0,11.8,0,0,0
7.397197898,3.547931996,0.135186325,0.004166667,17,16,7,9,11.75,0,0,674354631
0,0,0,0,0,5,5,0,14.6,0,0,0
0,0,0,0,0,2,2,0,16,0,0,0
0,0,0,0,0,6,6,0,13.66666667,0,0,0
0,0,0,0,0,4,4,0,15.25,0,0,0
0,0,0,0,0,12,12,0,16.58333333,0,0,0
7.08523059,2.125371513,0.141138667,0,19,16,6,10,11.8125,0,0,410224592
6.45020432,5.045075386,0.155033849,0,17,15,5,10,10.4,0,0,1000856792
6.844366608,3.710814224,0.146105558,0,17,15,5,10,13,0,0,731287410
6.6303561,9.610075056,0.150821462,0.002380952,17,21,11,10,16.23809524,0,0,2022948891
6.129480444,3.153421545,0.163145965,0,17,12,2,10,9.416666667,0,0,561832776
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,11,11,0,12.72727273,0,0,0
6.526328079,2.311530877,0.153225518,0,18,16,6,10,11,0,0,408429124
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,2,2,0,13.5,0,0,0
6.82813777,4.584068097,0.146452815,0.004166667,18,16,6,10,10.9375,0,0,873252379
0,0,0,0,0,1,1,0,17,0,0,0
6.515469936,1.253653016,0.153480871,0,16,11,1,10,14.18181818,0,0,284843329
6.244366608,6.218173175,0.160144345,0,16,17,7,10,11.70588235,0,0,1258474017
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,4,4,0,11.25,0,0,0
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,6,6,0,13,0,0,0
6.608056042,1.08709931,0.151330436,0,16,13,3,10,11.38461538,0,0,183010031
6.330297723,1.9668356,0.157970453,0,18,15,5,10,32.4,0,0,375167129
6.101109165,4.233907797,0.163904623,0.014705882,17,17,7,10,35.05882353,0,0,857568659
8.931698774,0.465661936,0.111960784,0,20,15,5,10,7.4,0,0,76448607
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,3,3,0,12.33333333,0,0,0
0,0,0,0,0,3,3,0,14.33333333,0,0,0
1,0.250818975,1,0,1,17,15,2,10.35294118,0,0,46015918
0,0,0,0,0,6,6,0,13.16666667,0,0,0
7.329830706,2.223290439,0.136428799,0.003267974,16,18,8,10,10.88888889,0,0,421193772
0,0,0,0,0,5,5,0,15.8,0,0,0
0,0,0,0,0,3,3,0,22.33333333,0,0,0
0,0,0,0,0,2,2,0,19.5,0,0,0
0,0,0,0,0,1,1,0,23,0,0,0
0,0,0,0,0,2,2,0,8.5,0,0,0
0,0,0,0,0,5,5,0,15.6,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
0,0,0,0.05,0,5,5,0,13,0,0,0
0,0,0,0,0,3,3,0,15.33333333,0,0,0
7.312200817,1.833914579,0.136757732,0.019230769,18,13,3,10,6.692307692,0,0,315681590
0,0,0,0,0,2,2,0,13.5,0,0,0
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,1,1,0,2,0,0,0
1,0,1,0,1,2,0,2,4.5,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0.05,0,5,5,0,13.4,0,0,0
6.204203152,3.407837393,0.161181053,0,16,15,5,10,46.53333333,0,0,754177044
0,0,0,0,0,1,1,0,16,0,0,0
0,0,0,0,0,2,2,0,13.5,0,0,0
6.654640981,3.230153407,0.150271067,0.004166667,16,16,6,10,10.0625,0,0,616162657
0,0,0,0,0,2,2,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,6,6,0,11.5,0,0,0
6.669118506,1.618376616,0.149944854,0,18,12,3,9,18.41666667,0,0,283013449
6.295271454,2.559334688,0.158849385,0.004761905,16,15,5,10,10.6,0,0,533445000
0,0,0,0,0,6,6,0,12.33333333,0,0,0
6.660828955,4.128511662,0.150131464,0.004761905,18,15,5,10,10.6,0,0,769029492
1.5,0.218562842,0.666666667,0,2,8,7,1,13.25,0,0,42000998
6.52854641,1.252512357,0.153173454,0,17,11,1,10,10.18181818,0,0,229611088
0,0,0,0,0,3,3,0,13,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,2,2,0,12,0,0,0
0,0,0,0,0,5,5,0,13.8,0,0,0
6.746993579,0.684827857,0.148214162,0,17,12,2,10,11.75,0,0,114423352
0,0,0,0,0,1,1,0,11,0,0,0
7.522358435,1.856013592,0.132937031,0.004166667,18,16,7,9,10,0,0,346408174
6.065265616,1.099191176,0.164873241,0.006410256,17,13,3,10,53.07692308,0,0,229412580
6.777583187,0.884917232,0.14754522,0,18,12,2,10,19.16666667,0,0,151376018
0,0,0,0.5,0,2,2,0,13.5,0,0,0
0,0,0,0,0,5,5,0,21,0,0,0
6.624635143,0.662158705,0.15095171,0.009090909,18,11,1,10,9.636363636,0,0,111059404
7.837828371,1.324035837,0.127586361,0,19,12,3,9,10.33333333,0,0,228895721
0,0,0,0,0,1,1,0,10,0,0,0
6.244600117,1.699008292,0.160138357,0.029166667,17,16,6,10,46.875,0,0,364819525
0,0,0,0,0,5,5,0,11.6,0,0,0
0,0,0,0,0,2,2,0,16,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
6.636777583,1.666833264,0.150675533,0,17,10,1,9,13,0,0,318725085
0,0,0,0,0,1,1,0,17,0,0,0
6.227904262,1.776942974,0.160567658,0,17,12,2,10,54.58333333,0,0,384157706
0,0,0,0,0,1,1,0,17,0,0,0
1,0.038560753,1,0,1,2,1,1,11,0,0,7511755
6.70262697,2.898737592,0.149195234,0,18,15,5,10,12.46666667,0,0,556522625
0,0,0,0,0,5,5,0,13.4,0,0,0
0,0,0,0,0,1,1,0,15,0,0,0
7.189492119,2.727702219,0.139091883,0,18,13,3,10,10.46153846,0,0,469756702
0,0,0,0,0,1,1,0,15,0,0,0
1.8,0.787593406,0.555555556,0,4,11,1,10,5.545454545,0,0,137895566
0,0,0,0,0,1,1,0,16,0,0,0
6.893870403,3.319462544,0.145056397,0.003676471,17,17,7,10,12.94117647,0,0,657135783
1,0.02652681,1,0,1,4,3,1,14.25,0,0,4103283
0,0,0,0,0,4,4,0,14,0,0,0
6.155750146,1.80406364,0.162449738,0,17,12,2,10,56.75,0,0,367569555
0,0,0,0,0,2,2,0,15,0,0,0
0,0,0,0,0,2,2,0,15,0,0,0
0,0,0,0,0,13,13,0,13.38461538,0,0,0
0,0,0,0,0,4,4,0,26.75,0,0,0
0,0,0,0,0,5,5,0,20.8,0,0,0
0,0,0,0.006410256,0,13,13,0,16.46153846,0,0,0
6.131932283,5.199787936,0.163080731,0.039215686,17,18,8,10,45.5,0,0,1215584762
1,0.259338727,1,0,1,9,6,3,14.55555556,0,0,45409672
0,0,0,0,0,1,1,0,41,0,0,0
7.152714536,3.406961916,0.139807061,0,19,11,1,10,9.545454545,0,0,662697230
0,0,0,0,0,2,2,0,26.5,0,0,0
6.05405721,2.05547013,0.165178485,0.006410256,17,13,3,10,55.23076923,0,0,427616754
0,0,0,0,0,2,2,0,7,0,0,0
8.001401051,3.255747779,0.124978112,0,20,15,5,10,7.333333333,0,0,593577455
0,0,0,0,0,2,2,0,15.5,0,0,0
6.822300058,4.390966836,0.146578132,0,18,15,6,9,12.2,0,0,839155052
0,0,0,0.004761905,0,15,15,0,12.93333333,0,0,0
6.7558669,1.815780461,0.148019494,0.004761905,18,15,5,10,15.46666667,0,0,351504687
0,0,0,0,0,3,3,0,12.33333333,0,0,0
0,0,0,0,0,1,1,0,6,0,0,0
0,0,0,0,0,2,2,0,10.5,0,0,0
6.74979568,2.291472301,0.148152633,0.017857143,17,8,3,5,10.75,0,0,405200988
1,0.005690658,1,0,1,2,1,1,11.5,0,0,1083949
1,0.251236917,1,0,1,6,1,5,5.5,0,0,47066008
7.53158202,0.821966822,0.13277423,0,18,12,3,9,8.5,0,0,138894661
6.228721541,0.932602112,0.160546589,0,16,11,1,10,47.36363636,0,0,184924836
0,0,0,0,0,5,5,0,14.4,0,0,0
0,0,0,0,0,6,6,0,13.33333333,0,0,0
